"id","codigo_nacional","nombre","lat","lon","altura","cod_reg","nom_reg","cod_prov","nom_prov","cod_com","nom_com","cod_cuen","nom_cuen","cod_subc","nom_subc","cod_ssubc","nom_ssubc","id_fuente","macrozona","calidad_pp","periodo"
3844,"320018","La_canela_fundo_DMC",-32.70694,-71.32917,415,5,"Valparaíso",51,"Valparaíso",5105,"Puchuncaví",53,"Costeras Ligua-Aconcagua",531,"Estero Catapilco",5310,"Estero Catapilco",2,"C",99.0789087709006,"1990-2024"
1491,"06010015-2","RANCAGUA (CACHAPOAL - DCP)",-34.19083333,-70.75083333,526,6,"Libertador General Bernardo O'Higgins",61,"Cachapoal",6101,"Rancagua",60,"Rio Rapel",601,"Cachapoal Bajo",6010,"Rio Cachapoal entre Rio Claro y Estero Las Cadenas",1,"C",99.0006844626968,"1990-2024"
1586,"06019005-4","PICHIDEGUA",-34.2875,-71.41111111,119,6,"Libertador General Bernardo O'Higgins",61,"Cachapoal",6113,"Pichidegua",60,"Rio Rapel",601,"Cachapoal Bajo",6019,"Estero Cachapoal entre Estero Claro y Central  Rapel",1,"C",98.9693947394153,"1990-2024"
1167,"05704006-8","SAN JOSE DE MAIPO RETEN",-33.63638889,-70.35694444,945,13,"Metropolitana de Santiago",132,"Cordillera",13203,"San José de Maipo",57,"Rio Maipo",570,"Rio Maipo Alto",5704,"Rio Maipo entre Rio Volcan y Rio Colorado",1,"C",98.8364134154689,"1990-2024"
1074,"05427006-2","LLIU-LLIU EMBALSE",-33.09833333,-71.21444444,255,5,"Valparaíso",58,"Marga Marga",5802,"Limache",54,"Rio Aconcagua",542,"Aconcagua Bajo",5427,"Estero Limache",1,"C",98.7816563997262,"1990-2024"
1095,"05510002-0","LAGO PEÑUELAS",-33.145,-71.55611111,341,5,"Valparaíso",51,"Valparaíso",5101,"Valparaíso",55,"Costeras entre Aconcagua y Maipo",551,"Lago Peñuelas",5510,"Lago Penuelas",1,"C",98.6721423682409,"1990-2024"
1693,"06120001-0","PICHILEMU",-34.38527778,-72.0075,10,6,"Libertador General Bernardo O'Higgins",62,"Cardenal Caro",6201,"Pichilemu",61,"Costeras Rapel-E.Nilahue",612,"Costeras entre E. Topocalma y E. Nilahue",6120,"Costeras Entre Estero Topocalma y Estero Nilahue",1,"C",98.6564975066002,"1990-2024"
1048,"05426004-0","QUILLOTA",-32.89611111,-71.20638889,142,5,"Valparaíso",55,"Quillota",5501,"Quillota",54,"Rio Aconcagua",542,"Aconcagua Bajo",5426,"Rio Aconcagua Entre Quebrada El Ajo y Estero Limache",1,"C",98.5939180600372,"1990-2024"
1710,"06130002-3","RANGUILI",-34.86638889,-71.74944444,136,6,"Libertador General Bernardo O'Higgins",63,"Colchagua",6304,"Lolol",61,"Costeras Rapel-E.Nilahue",613,"Estero Nilahue",6130,"Estero Nilahue Hasta Junta Estero Lolol",1,"C",98.5939180600372,"1990-2024"
1390,"05740005-6","MELIPILLA",-33.68027778,-71.2,176,13,"Metropolitana de Santiago",135,"Melipilla",13501,"Melipilla",57,"Rio Maipo",574,"Rio Maipo Bajo (Entre Rio Mapocho y Desembocadura)",5740,"Rio Maipo Entre Rio Mapocho y Estero Puangue",1,"C",98.5000488901926,"1990-2024"
1075,"05427007-0","LOS AROMOS",-32.95777778,-71.345,109,5,"Valparaíso",58,"Marga Marga",5802,"Limache",54,"Rio Aconcagua",542,"Aconcagua Bajo",5427,"Estero Limache",1,"C",98.382712427887,"1990-2024"
921,"05200007-6","LA MOSTAZA",-32.4375,-70.68166667,1334,5,"Valparaíso",54,"Petorca",5402,"Cabildo",52,"Rio Ligua",520,"Rio Ligua Alto (Estero Alicahue)",5200,"Estero Alicahue",1,"C",98.3592451354258,"1990-2024"
1132,"05530002-K","SAN ANTONIO (PTA. PANUL)",-33.57472222,-71.625,89,5,"Valparaíso",56,"San Antonio",5601,"San Antonio",57,"Rio Maipo",574,"Rio Maipo Bajo (Entre Rio Mapocho y Desembocadura)",5748,"Rio Maipo Entre Estero Popeta y Desembocadura",1,"C",98.2653759655813,"1990-2024"
4134,"340044","San_benito_de_chimbarongo_DMC",-34.72083,-71.01972,324,6,"Libertador General Bernardo O'Higgins",63,"Colchagua",6303,"Chimbarongo",60,"Rio Rapel",603,"Tinguiririca Bajo",6033,"Estero Chimbarongo Entre Estero Pichihuinco y Embalse Convento Viejo",2,"C",98.2027965190183,"1990-2024"
4117,"340025","Las_arannas_DMC",-34.71556,-71.25028,206,6,"Libertador General Bernardo O'Higgins",63,"Colchagua",6302,"Chépica",60,"Rio Rapel",603,"Tinguiririca Bajo",6037,"Estero Calleuque (de las Toscas) Entre Estero del Zapal y Rio Tinguiririca",2,"C",98.0619927642515,"1990-2024"
1688,"06056003-K","RAPEL",-33.94805556,-71.73416667,32,6,"Libertador General Bernardo O'Higgins",62,"Cardenal Caro",6205,"Navidad",60,"Rio Rapel",605,"Rio Rapel",6056,"Rio Rapel Entre Estero Corneche y Desembocadura",1,"C",98.0072357485088,"1990-2024"
1601,"06027003-1","LA RUFINA",-34.74305556,-70.75194444,742,6,"Libertador General Bernardo O'Higgins",63,"Colchagua",6301,"San Fernando",60,"Rio Rapel",602,"Rio Tinguiririca Alto (Hasta bajo junta Rio Claro)",6027,"Rio Claro",1,"C",97.9994133176885,"1990-2024"
4105,"340013","Rengo_essbio_DMC",-34.40694,-70.86028,327,6,"Libertador General Bernardo O'Higgins",61,"Cachapoal",6115,"Rengo",60,"Rio Rapel",601,"Cachapoal Bajo",6015,"Rio Claro Entre Estero Tipaume y Rio Cachapoal",2,"C",97.9837684560477,"1990-2024"
906,"05120006-3","LONGOTOMA",-32.39305556,-71.37166667,27,5,"Valparaíso",54,"Petorca",5401,"La Ligua",51,"Rio Petorca",512,"Rio Petorca Bajo (Entre Las Palmas y Desembocadura)",5120,"Rio Petorca Entre Estero Las Palmas y Desembocadura",1,"C",97.7021609465141,"1990-2024"
972,"05410006-K","VILCUYA",-32.86027778,-70.47166667,1078,5,"Valparaíso",53,"Los Andes",5301,"Los Andes",54,"Rio Aconcagua",541,"Aconcagua Medio",5410,"Rio Aconcagua entre Rio Colorado y Rio Putaendo",1,"C",97.5378898992862,"1990-2024"
1724,"06132002-4","NILAHUE BARAHONA",-34.57361111,-71.76638889,96,6,"Libertador General Bernardo O'Higgins",63,"Colchagua",6309,"Pumanque",61,"Costeras Rapel-E.Nilahue",613,"Estero Nilahue",6132,"Estero Nilahue Entre Estero Lolol y Desembocadura",1,"C",97.5300674684658,"1990-2024"
974,"05410008-6","SAN FELIPE",-32.75527778,-70.70694444,675,5,"Valparaíso",57,"San Felipe de Aconcagua",5701,"San Felipe",54,"Rio Aconcagua",541,"Aconcagua Medio",5415,"Estero Quilpue",1,"C",97.2093478048303,"1990-2024"
1445,"05747001-1","LOS GUINDOS",-33.89083333,-71.23361111,136,13,"Metropolitana de Santiago",135,"Melipilla",13501,"Melipilla",57,"Rio Maipo",574,"Rio Maipo Bajo (Entre Rio Mapocho y Desembocadura)",5747,"Rio Maipo entre Estero Puangue y bajo junta Estero Popeta",1,"C",97.2093478048303,"1990-2024"
4104,"340012","Marchigue_escuela_DMC",-34.39694,-71.61556,140,6,"Libertador General Bernardo O'Higgins",62,"Cardenal Caro",6204,"Marchihue",60,"Rio Rapel",605,"Rio Rapel",6050,"Estero Cadenas hasta bajo Estero Chequen",2,"C",97.1233010658062,"1990-2024"
4130,"340038","San_fernando_ex_sendos_DMC",-34.59833,-70.96805,361,6,"Libertador General Bernardo O'Higgins",63,"Colchagua",6301,"San Fernando",60,"Rio Rapel",601,"Cachapoal Bajo",6016,"Estero Zamorano hasta Estero Rigolemu",2,"C",97.0920113425247,"1990-2024"
4125,"340033","Nancagua_DMC",-34.65444,-71.20306,218,6,"Libertador General Bernardo O'Higgins",63,"Colchagua",6305,"Nancagua",60,"Rio Rapel",603,"Tinguiririca Bajo",6034,"Estero Chimbarongo Entre Arriba Embalse Convento Viejo y Rio Tinguiririca",2,"C",97.0450767576024,"1990-2024"
920,"05200006-8","ALICAHUE",-32.34083333,-70.75166667,759,5,"Valparaíso",54,"Petorca",5402,"Cabildo",52,"Rio Ligua",520,"Rio Ligua Alto (Estero Alicahue)",5200,"Estero Alicahue",1,"C",96.9668524493987,"1990-2024"
1100,"05520001-7","CASABLANCA",-33.32305556,-71.41055556,266,5,"Valparaíso",51,"Valparaíso",5102,"Casablanca",55,"Costeras entre Aconcagua y Maipo",552,"E. Casablanca y E.  San Jeronimo (Incl.)",5520,"Costeras entre Estero Casablanca y Estero San Jeronimo (Incl.)",1,"C",96.9512075877579,"1990-2024"
3969,"330051","Tranque_lepe_DMC",-33.39444,-71.13,218,13,"Metropolitana de Santiago",135,"Melipilla",13503,"Curacaví",57,"Rio Maipo",574,"Rio Maipo Bajo (Entre Rio Mapocho y Desembocadura)",5743,"Estero Puangue Entre Antes Estero Zapata y Estero Sin Nombre",2,"C",96.8729832795541,"1990-2024"
937,"05220006-7","CHACRILLA",-32.42722222,-71.06055556,276,5,"Valparaíso",54,"Petorca",5402,"Cabildo",52,"Rio Ligua",522,"Rio Ligua Bajo (Entre Estero Los Angeles y Desembocadura)",5220,"Rio Ligua Entre Estero Los Angeles y Bajo Estero La Patagua",1,"C",96.8416935562726,"1990-2024"
1436,"05746001-6","ESTERO PUANGUE EN RUTA 78",-33.66138889,-71.33694444,109,13,"Metropolitana de Santiago",135,"Melipilla",13501,"Melipilla",57,"Rio Maipo",574,"Rio Maipo Bajo (Entre Rio Mapocho y Desembocadura)",5746,"Estero Puangue Entre Estero de Los Mayos y Rio Maipo",1,"C",96.7947589713503,"1990-2024"
4108,"340016","Lihueumo_fundo_DMC",-34.52444,-71.41917,149,6,"Libertador General Bernardo O'Higgins",63,"Colchagua",6306,"Palmilla",60,"Rio Rapel",603,"Tinguiririca Bajo",6037,"Estero Calleuque (de las Toscas) Entre Estero del Zapal y Rio Tinguiririca",2,"C",96.6539552165836,"1990-2024"
1246,"05717008-5","EL VERGEL",-33.69583333,-70.92361111,327,13,"Metropolitana de Santiago",136,"Talagante",13601,"Talagante",57,"Rio Maipo",571,"Rio Maipo Medio",5717,"Rio Maipo Entre Estero Angostura y Rio Mapocho",1,"C",96.4505720152537,"1990-2024"
1533,"06013005-1","POPETA",-34.44027778,-70.78111111,490,6,"Libertador General Bernardo O'Higgins",61,"Cachapoal",6115,"Rengo",60,"Rio Rapel",601,"Cachapoal Bajo",6013,"Rio Claro hasta Estero Tipaume",1,"C",96.3879925686907,"1990-2024"
973,"05410007-8","LOS ANDES",-32.81138889,-70.64194444,768,5,"Valparaíso",53,"Los Andes",5301,"Los Andes",54,"Rio Aconcagua",541,"Aconcagua Medio",5410,"Rio Aconcagua entre Rio Colorado y Rio Putaendo",1,"C",96.3488804145888,"1990-2024"
4141,"340053","San_fernando_liceo_agricola_el_carmen_fdf_DMC",-34.59139,-70.97055,355,6,"Libertador General Bernardo O'Higgins",63,"Colchagua",6301,"San Fernando",60,"Rio Rapel",601,"Cachapoal Bajo",6016,"Estero Zamorano hasta Estero Rigolemu",2,"C",96.2471888139239,"1990-2024"
942,"05221005-4","VALLE HERMOSO",-32.44361111,-71.19916667,83,5,"Valparaíso",54,"Petorca",5401,"La Ligua",52,"Rio Ligua",522,"Rio Ligua Bajo (Entre Estero Los Angeles y Desembocadura)",5221,"Rio Ligua Entre Estero La Patagua y Desembocadura",1,"C",96.2158990906424,"1990-2024"
3951,"330032","San_jose_de_maipo_DMC",-33.63639,-70.35667,949,13,"Metropolitana de Santiago",132,"Cordillera",13203,"San José de Maipo",57,"Rio Maipo",570,"Rio Maipo Alto",5704,"Rio Maipo entre Rio Volcan y Rio Colorado",2,"C",96.1924317981813,"1990-2024"
3832,"320006","Trapiche_longotoma_DMC",-32.32194,-71.29028,61,5,"Valparaíso",54,"Petorca",5401,"La Ligua",51,"Rio Petorca",512,"Rio Petorca Bajo (Entre Las Palmas y Desembocadura)",5120,"Rio Petorca Entre Estero Las Palmas y Desembocadura",2,"C",96.1767869365405,"1990-2024"
4111,"340019","Pumanque_DMC",-34.61694,-71.67361,108,6,"Libertador General Bernardo O'Higgins",63,"Colchagua",6309,"Pumanque",61,"Costeras Rapel-E.Nilahue",613,"Estero Nilahue",6132,"Estero Nilahue Entre Estero Lolol y Desembocadura",2,"C",95.9499364427496,"1990-2024"
933,"05211003-3","MINA CERRO NEGRO",-32.59305556,-70.87222222,663,5,"Valparaíso",54,"Petorca",5402,"Cabildo",52,"Rio Ligua",521,"Rio Ligua Medio (entre Quebrada La Cerrada y Los Angeles)",5211,"Estero Los Angeles",1,"C",95.9108242886477,"1990-2024"
1271,"05730013-2","ANTUPIREN",-33.49666667,-70.51638889,920,13,"Metropolitana de Santiago",131,"Santiago",13122,"Peñalolén",57,"Rio Maipo",573,"Mapocho Bajo",5730,"Rio Mapocho Entre Estero de Las Rosas y Estero Lampa y Bajo Zanjon de la Aguada",1,"C",95.9030018578273,"1990-2024"
